2026-05-16 14:04:29,754,INFO,ObservabilityService started (flush_interval=30.0s)
2026-05-16 14:04:29,755,INFO,[ConfigLoader] startup OK | broker=live trade_mode=sim symbols=[] model=<unset> log_level=INFO secret_hygiene_status=pass
2026-05-16 14:04:29,756,INFO,Instruments configured: primary=MES JUN26, swarm=['MES JUN26', 'MNQ JUN26', 'MYM JUN26', 'ES JUN26']
2026-05-16 14:04:29,764,INFO,bootstrap.bible_loaded
2026-05-16 14:04:29,766,INFO,bootstrap.engine_ready
2026-05-16 14:04:29,886,INFO,All services initialized successfully
2026-05-16 14:04:29,889,INFO,simulation.first_boot.start
2026-05-16 14:04:29,890,INFO,Laden van 100 dagen echte historische data...
2026-05-16 14:04:29,892,INFO,Historical bars chunk 1/25 from=2026-02-05T12:04:29Z to=2026-02-09T12:04:29Z limit=8000
2026-05-16 14:04:32,654,INFO,Historical bars chunk 2/25 from=2026-02-09T12:04:29Z to=2026-02-13T12:04:29Z limit=8000
2026-05-16 14:04:33,990,INFO,Historical bars chunk 3/25 from=2026-02-13T12:04:29Z to=2026-02-17T12:04:29Z limit=8000
2026-05-16 14:04:34,997,INFO,Historical bars chunk 4/25 from=2026-02-17T12:04:29Z to=2026-02-21T12:04:29Z limit=8000
2026-05-16 14:04:36,406,INFO,Historical bars chunk 5/25 from=2026-02-21T12:04:29Z to=2026-02-25T12:04:29Z limit=8000
2026-05-16 14:04:37,707,INFO,Historical bars chunk 6/25 from=2026-02-25T12:04:29Z to=2026-03-01T12:04:29Z limit=8000
2026-05-16 14:04:39,168,INFO,Historical bars chunk 7/25 from=2026-03-01T12:04:29Z to=2026-03-05T12:04:29Z limit=8000
2026-05-16 14:04:42,340,INFO,Historical bars chunk 8/25 from=2026-03-05T12:04:29Z to=2026-03-09T12:04:29Z limit=8000
2026-05-16 14:04:45,392,INFO,Historical bars chunk 9/25 from=2026-03-09T12:04:29Z to=2026-03-13T12:04:29Z limit=8000
2026-05-16 14:04:46,469,INFO,Historical bars chunk 10/25 from=2026-03-13T12:04:29Z to=2026-03-17T12:04:29Z limit=8000
2026-05-16 14:04:47,511,INFO,Historical bars chunk 11/25 from=2026-03-17T12:04:29Z to=2026-03-21T12:04:29Z limit=8000
2026-05-16 14:04:48,974,INFO,Historical bars chunk 12/25 from=2026-03-21T12:04:29Z to=2026-03-25T12:04:29Z limit=8000
2026-05-16 14:04:50,215,INFO,Historical bars chunk 13/25 from=2026-03-25T12:04:29Z to=2026-03-29T12:04:29Z limit=8000
2026-05-16 14:04:51,728,INFO,Historical bars chunk 14/25 from=2026-03-29T12:04:29Z to=2026-04-02T12:04:29Z limit=8000
2026-05-16 14:04:53,243,INFO,Historical bars chunk 15/25 from=2026-04-02T12:04:29Z to=2026-04-06T12:04:29Z limit=8000
2026-05-16 14:04:56,131,INFO,Historical bars chunk 16/25 from=2026-04-06T12:04:29Z to=2026-04-10T12:04:29Z limit=8000
2026-05-16 14:04:57,609,INFO,Historical bars chunk 17/25 from=2026-04-10T12:04:29Z to=2026-04-14T12:04:29Z limit=8000
2026-05-16 14:04:58,710,INFO,Historical bars chunk 18/25 from=2026-04-14T12:04:29Z to=2026-04-18T12:04:29Z limit=8000
2026-05-16 14:04:59,757,INFO,Historical bars chunk 19/25 from=2026-04-18T12:04:29Z to=2026-04-22T12:04:29Z limit=8000
2026-05-16 14:05:01,092,INFO,Historical bars chunk 20/25 from=2026-04-22T12:04:29Z to=2026-04-26T12:04:29Z limit=8000
2026-05-16 14:05:02,475,INFO,Historical bars chunk 21/25 from=2026-04-26T12:04:29Z to=2026-04-30T12:04:29Z limit=8000
2026-05-16 14:05:04,151,INFO,Historical bars chunk 22/25 from=2026-04-30T12:04:29Z to=2026-05-04T12:04:29Z limit=8000
2026-05-16 14:05:05,996,INFO,Historical bars chunk 23/25 from=2026-05-04T12:04:29Z to=2026-05-08T12:04:29Z limit=8000
2026-05-16 14:05:08,851,INFO,Historical bars chunk 24/25 from=2026-05-08T12:04:29Z to=2026-05-12T12:04:29Z limit=8000
2026-05-16 14:05:10,299,INFO,Historical bars chunk 25/25 from=2026-05-12T12:04:29Z to=2026-05-16T12:04:29Z limit=8000
2026-05-16 14:05:31,677,WARNING,simulation.first_boot.synthetic_fallback
2026-05-16 14:05:31,711,INFO,simulation.parallel_sim.begin
