obs,action,reward,price
"[0.9501428571428572, 2.0, 0.26666666666666666, -1.0, -1.0, -0.17241379310344812, 0.0006370640964632913, -0.009769294356354319, 0.0, 1.0, -0.22916666666666666, 0.125, 0.6, 0.17419354838709677, 0.3694418089816572, 1.0, 0.0]",HOLD,4.111100569259962,6651.0
"[0.9501785714285714, 2.0, 0.26666666666666666, -1.0, -1.0, -0.09677419354838705, -0.005445968879394058, -0.006012325266797625, 0.0, 1.0, -0.041666666666666664, 0.1236, 0.6, 0.2129032258064516, 0.3619702719797596, 1.0, 0.0]",HOLD,4.081214421252372,6651.25
"[0.9501785714285714, 2.0, 0.26666666666666666, -1.0, -1.0, -0.13333333333333341, -0.008158816743798526, -0.000751710140569628, 0.0, 1.0, -0.041666666666666664, 0.121, -0.6, 0.17419354838709677, 0.35400063251106895, 1.0, 0.0]",HOLD,-2.550664136622391,6651.25
"[0.95025, 2.0, 0.26666666666666666, -1.0, 1.0, -0.2142857142857143, -0.010196082334459788, -0.00150336377644944, 0.0, 1.0, 0.0, 0.1187, 0.6, 0.2129032258064516, 0.3585388994307401, 1.0, 0.0]",HOLD,4.067488931056293,6651.75
"[0.9501428571428572, 2.0, 0.26666666666666666, -1.0, -1.0, -0.13333333333333341, -0.007689634182224836, 0.0015034767900790058, 0.0, 1.0, 0.125, 0.1165, -0.6, 0.17419354838709677, 0.36086337760910814, 1.0, 0.0]",HOLD,-2.5232131562302342,6651.0
"[0.9502857142857143, 2.0, 0.26666666666666666, -1.0, 1.0, -0.13333333333333341, -0.011616892851816375, 0.002255554302470486, 0.0, 1.0, 0.0, 0.1162, -0.6, 0.13548387096774192, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6652.0
"[0.95025, 2.0, 0.26666666666666666, -1.0, 1.0, 0.0, -0.006582526672082168, 0.003007066606524056, 0.0, 1.0, 0.0625, 0.1164, 0.6, 0.13548387096774192, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6651.75
"[0.9503214285714285, 2.0, 0.26666666666666666, 1.0, 1.0, -0.16129032258064513, -0.004554724981881008, 0.0015034767900790058, 0.0, 1.0, 0.041666666666666664, 0.1159, 0.6, 0.17419354838709677, 0.35400063251106895, 1.0, 0.0]",HOLD,4.0493358633776095,6652.25
"[0.9501785714285714, 2.0, 0.26666666666666666, -1.0, -1.0, -0.09090909090909094, 0.0010760080202089739, 0.0030069535801535707, 0.0, 1.0, 0.041666666666666664, 0.1151, 0.6, 0.17419354838709677, 0.35400063251106895, 1.0, 0.0]",HOLD,4.0493358633776095,6651.25
"[0.95025, 2.0, 0.26666666666666666, -1.0, 1.0, -0.25714285714285723, -0.002500299851726595, -0.00150336377644944, 0.0, 1.0, 0.020833333333333332, 0.115, -0.6, 0.13548387096774192, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6651.75
"[0.9501785714285714, 2.0, 0.26666666666666666, -1.0, -1.0, -0.1428571428571429, -0.00128424612857998, 0.0022552999548919317, 0.0, 1.0, -0.020833333333333332, 0.1139, -0.6, 0.13548387096774192, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6651.25
"[0.95025, 2.0, 0.26666666666666666, -1.0, 1.0, -0.03225806451612897, -0.004298665210171748, -0.002254960914009896, 0.0, 1.0, -0.041666666666666664, 0.1122, 0.6, 0.13548387096774192, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6651.75
"[0.9501071428571428, 2.0, 0.26666666666666666, -1.0, -1.0, 0.0, -0.002617616088991781, 0.0, 0.0, 1.0, -0.041666666666666664, 0.1101, 0.6, 0.13548387096774192, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6650.75
"[0.9501428571428572, 2.0, 0.26666666666666666, -1.0, -1.0, -0.05882352941176478, -0.009240548308116558, -0.004509752339434403, 0.0, 1.0, -0.041666666666666664, 0.1078, 0.6, 0.17419354838709677, 0.35400063251106895, 1.0, 0.0]",HOLD,4.0493358633776095,6651.0
"[0.9501428571428572, 2.0, 0.26666666666666666, -1.0, -1.0, 0.09677419354838719, -0.012328422577411402, -0.0007517383950395029, 0.0, 1.0, -0.0625, 0.105, -0.6, 0.13548387096774192, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6651.0
"[0.9502857142857143, 2.0, 0.26666666666666666, 1.0, 1.0, 0.0, -0.014610246265510796, -0.00225504566467416, 0.0, 1.0, -0.020833333333333332, 0.1018, -0.6, 0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6652.0
"[0.9501071428571428, 2.0, 0.26666666666666666, -1.0, -1.0, 0.09677419354838719, -0.008256560054451256, 0.002255215185114068, 0.0, 1.0, 0.020833333333333332, 0.1, 0.6, 0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6650.75
"[0.9501071428571428, 2.0, 0.26666666666666666, -1.0, -1.0, -0.05555555555555557, -0.013153039296321367, -0.00300672755289888, 0.0, 1.0, 0.0, 0.0994, 0.6, 0.13548387096774192, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6650.75
"[0.9501428571428572, 2.0, 0.26666666666666666, -1.0, -1.0, -0.11764705882352956, -0.016836181311373367, 0.0, 0.0, 1.0, -0.020833333333333332, 0.0987, -0.6, 0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6651.0
"[0.9501785714285714, 2.0, 0.26666666666666666, -1.0, 1.0, 0.0, -0.017528800709533242, 0.0, 0.0, 1.0, 0.0, 0.0972, -0.6, 0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6651.25
"[0.95025, 2.0, 0.26666666666666666, 1.0, 1.0, -0.1034482758620689, -0.01587648370577881, 0.0007517666516321242, 0.0, 1.0, -0.0625, 0.0979, -0.6, 0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6651.75
"[0.95, 2.0, 0.26666666666666666, -1.0, -1.0, 0.0, -0.0104125947722423, -0.0007516536380025585, 0.0, 1.0, 0.08333333333333333, 0.1, -0.6, 0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6650.0
"[0.9501428571428572, 2.0, 0.26666666666666666, -1.0, -1.0, -0.25714285714285723, -0.019960332514983747, -0.002255384731044696, 0.0, 1.0, -0.0625, 0.105, -0.6, 0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6651.0
"[0.9501785714285714, 2.0, 0.26666666666666666, -1.0, -1.0, -0.028571428571428754, -0.019234976100233326, 0.0007517949103474919, 0.0, 1.0, 0.0, 0.1104, -0.6, 0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6651.25
"[0.9501428571428572, 2.0, 0.26666666666666666, -1.0, -1.0, -0.05882352941176478, -0.016452460016171244, 0.0007517666516321242, 0.0, 1.0, 0.0, 0.117, 0.6, 0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6651.0
"[0.9499285714285715, 2.0, 0.26666666666666666, -1.0, -1.0, -0.03030303030303031, -0.016076385360520362, -0.0007517383950395029, 0.0, 1.0, -0.0625, 0.1233, -0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6649.5
"[0.9498571428571428, 2.0, 0.26666666666666666, -1.0, -1.0, -0.24324324324324323, -0.02755644294220474, -0.006765136994024701, 0.0, 1.0, -0.041666666666666664, 0.1268, 0.6, 0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6649.0
"[0.9360182753525609, 0.75, 0.26666666666666666, -1.0, -1.0, -0.20000000000000015, -0.040221732898407934, -0.003007518796993569, 0.0, 1.0, -0.16666666666666666, 0.1299, -0.6, 0.01935483870967742, 0.3824161922833649, 1.0, 0.0]",HOLD,-2.4370018975332073,6552.127927467926
"[0.9498928571428571, 2.0, 0.26666666666666666, -1.0, -1.0, -0.9383138260090544, -0.8221309802746873, -0.29731490762914925, 0.0, 1.0, 5.0, -5.0, 0.6, 0.01935483870967742, 0.7304554079696395, 1.0, 0.0]",HOLD,5.555154965211892,6649.25
"[0.9499285714285715, 2.0, 0.4821289168193982, -1.0, -1.0, -0.008642225183575648, -0.6508818276128295, -0.0060139071603071415, 0.0, 1.0, 0.14583333333333334, -5.0, 0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,3.494677707951505,6649.5
"[0.95, 2.0, 0.48034320253368384, -1.0, -1.0, -0.012391933353035256, -0.5072990148236386, -0.004510599909788304, 0.0, 1.0, -0.0, -5.0, 0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,3.4991419936657904,6650.0
"[0.9501428571428572, 2.0, 0.4785574882479696, 1.0, -1.0, -0.0037314519771739184, -0.3850350502864785, 0.0015038724716154306, 0.0, 1.0, -0.08333333333333333, -5.0, 0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,3.503606279380076,6651.0
"[0.95025, 2.0, 0.480938440628922, 1.0, 1.0, 0.0012376596357316317, -0.276879705756528, 0.00601594224695301, 0.0, 1.0, -5.0, -5.0, -0.6, -0.01935483870967742, 0.7304554079696395, 1.0, 0.0]",HOLD,-1.5805244696937473,6651.75
"[0.9503214285714285, 2.0, 0.4821289168193982, 1.0, 1.0, 0.003703810792960951, -0.18300619555693629, 0.3040907431444895, 0.0, 1.0, -0.20833333333333334, -5.0, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-3.1053222920484957,6652.25
"[0.9502142857142857, 2.0, 0.48272415491463627, 1.0, -1.0, 0.004932324924518099, -0.10338928654846313, 0.009023574087301256, 0.0, 1.0, -0.22916666666666666, -5.0, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-3.1068103872865906,6651.5
"[0.9501071428571428, 2.0, 0.48331939300987437, 1.0, -1.0, -0.0012315626143846715, -0.0458125492776162, 0.0060154898864572814, 0.0, 1.0, -0.125, -5.0, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-3.108298482524686,6650.75
"[0.9501071428571428, 2.0, 0.480938440628922, 1.0, -1.0, 0.0037129789071946107, -0.00615180165041238, 0.0022556390977435115, 0.0, 1.0, 0.020833333333333332, -5.0, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-3.102346101572305,6650.75
"[0.9501071428571428, 2.0, 0.4785574882479696, 1.0, -1.0, -0.0012438173257245922, 0.024996397735867502, -0.0007517666516321242, 0.0, 1.0, 0.08333333333333333, -5.0, 0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,3.503606279380076,6650.75
"[0.9502142857142857, 2.0, 0.47796225015273147, 1.0, 1.0, -0.002490732667895372, 0.049119803145640614, -0.00300672755289888, 0.0, 1.0, -0.125, 5.0, -0.6, -0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,-3.094905625381829,6651.5
"[0.9502142857142857, 2.0, 0.4791527263432077, 1.0, 1.0, 0.002484544332162386, 0.07344433903972458, -0.0022548761697160913, 0.0, 1.0, 0.0, 5.0, 0.6, -0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,3.502118184141981,6651.5
"[0.9501428571428572, 2.0, 0.4755812977717791, 1.0, 1.0, 0.010012809133192349, 0.09166187795535734, 0.0, 0.0, 1.0, 0.0625, 5.0, 0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,3.5110467555705522,6651.0
"[0.95025, 2.0, 0.4755812977717791, 1.0, 1.0, 0.010012809133192349, 0.1009026665267811, 0.0007517949103474919, 0.0, 1.0, 0.020833333333333332, 5.0, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-3.088953244429448,6651.75
"[0.9503571428571429, 2.0, 0.26666666666666666, 1.0, 1.0, 0.9613981857122005, 0.11297561885912728, 0.0030071796413944085, 0.0, 1.0, 0.08333333333333333, 5.0, 0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6652.5
"[0.9503214285714285, 2.0, 0.26666666666666666, 1.0, 1.0, 0.4482758620689657, 0.12713387035364576, 0.005262564372441325, 0.0, 1.0, 0.08333333333333333, 5.0, -0.6, -0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6652.25
"[0.9502142857142857, 2.0, 0.26666666666666666, 1.0, 1.0, 0.3793103448275861, 0.13478352628480933, 0.002255130421708884, 0.0, 1.0, 0.0625, 5.0, -0.6, -0.13548387096774192, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6651.5
"[0.9503214285714285, 2.0, 0.26666666666666666, 1.0, 1.0, 0.2, 0.13326286860656184, 0.0, 0.0, 1.0, 0.041666666666666664, 5.0, 0.6, -0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6652.25
"[0.95025, 2.0, 0.26666666666666666, 1.0, 1.0, 0.1724137931034484, 0.13653525783674922, 0.00375883325815618, 0.0, 1.0, 0.041666666666666664, 5.0, 0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6651.75
"[0.95025, 2.0, 0.26666666666666666, 1.0, 1.0, 0.0, 0.13356042851037273, 0.0, 0.0, 1.0, -0.0625, 5.0, 0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6651.75
"[0.9502857142857143, 2.0, 0.26666666666666666, 1.0, 1.0, -0.07692307692307693, 0.12970662959296533, -0.0022547914317927464, 0.0, 1.0, -0.041666666666666664, 0.1452, 0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6652.0
"[0.9503571428571429, 2.0, 0.26666666666666666, 1.0, 1.0, 0.08333333333333329, 0.12720356501176866, -0.0007516253899053638, 0.0, 1.0, 0.041666666666666664, 0.1381, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6652.5
"[0.9504285714285714, 2.0, 0.26666666666666666, 1.0, 1.0, 0.30434782608695654, 0.1277796518811556, 0.003006840562278512, 0.0, 1.0, 0.020833333333333332, 0.1331, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6653.0
"[0.9503928571428572, 2.0, 0.26666666666666666, 1.0, 1.0, 0.36, 0.13076614809324383, 0.0022548761697160913, 0.0, 1.0, 0.10416666666666667, 0.1298, 0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6652.75
"[0.95075, 2.0, 0.26666666666666666, 1.0, 1.0, 0.3076923076923077, 0.12962025058295695, 0.00300672755289888, 0.0, 1.0, 0.08333333333333333, 0.1293, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6655.25
"[0.9506071428571429, 2.0, 0.26666666666666666, 1.0, 1.0, 0.45454545454545436, 0.14717913648901232, 0.010523546435150521, 0.0, 1.0, 0.2708333333333333, 0.1312, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6654.25
"[0.9504642857142858, 2.0, 0.26666666666666666, 1.0, 1.0, 0.2972972972972974, 0.15127930347825896, 0.006764882742031908, 0.0, 1.0, 0.14583333333333334, 0.1359, 0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6653.25
"[0.9504285714285714, 2.0, 0.26666666666666666, 1.0, 1.0, 0.23076923076923067, 0.14479464154601374, 0.0022547914317927464, 0.0, 1.0, 0.020833333333333332, 0.1395, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6653.0
"[0.9504642857142858, 2.0, 0.26666666666666666, 1.0, 1.0, 0.13513513513513517, 0.13607292106671592, 0.0, 0.0, 1.0, 0.020833333333333332, 0.145, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6653.25
"[0.9504285714285714, 2.0, 0.26666666666666666, 1.0, 1.0, 0.08571428571428569, 0.1296819823649457, 0.0015031378001584272, 0.0, 1.0, -0.16666666666666666, 0.1522, 0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6653.0
"[0.9505357142857143, 2.0, 0.26666666666666666, 1.0, 1.0, 0.08571428571428569, 0.1212019648612113, -0.006761579204388468, 0.0, 1.0, -0.10416666666666667, 0.161, 0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6653.75
"[0.9505, 2.0, 0.26666666666666666, 1.0, 1.0, 0.25714285714285723, 0.11915807949126248, -0.0015027989630689298, 0.0, 1.0, 0.041666666666666664, 0.1725, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6653.5
"[0.9504285714285714, 2.0, 0.26666666666666666, 1.0, 1.0, 0.15151515151515155, 0.1142084669155338, 0.0007515124187440492, 0.0, 1.0, 0.041666666666666664, 0.184, 0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6653.0
"[0.9505357142857143, 2.0, 0.26666666666666666, 1.0, 1.0, 0.15151515151515155, 0.10504419706285262, 0.0, 0.0, 1.0, -0.020833333333333332, 0.194, 0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6653.75
"[0.9504642857142858, 2.0, 0.26666666666666666, 1.0, 1.0, 0.22222222222222215, 0.10264757353133973, 0.0015030248374836574, 0.0, 1.0, 0.0625, 0.2015, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6653.25
"[0.9504285714285714, 2.0, 0.26666666666666666, 1.0, 1.0, 0.13513513513513517, 0.0956102047756758, 0.0007515406583502582, 0.0, 1.0, -0.041666666666666664, 0.2026, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6653.0
"[0.9505, 2.0, 0.26666666666666666, 1.0, 1.0, 0.05555555555555571, 0.08701032332173782, -0.0022543678376862886, 0.0, 1.0, -0.041666666666666664, 0.1973, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6653.5
"[0.9504642857142858, 2.0, 0.26666666666666666, 1.0, 1.0, 0.05555555555555571, 0.08326340462062945, 0.0, 0.0, 1.0, 0.041666666666666664, 0.1922, 0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6653.25
"[0.9501785714285714, 2.0, 0.26666666666666666, -1.0, 1.0, 0.05555555555555571, 0.07738428784950883, 0.0007515406583502582, 0.0, 1.0, -0.041666666666666664, 0.1865, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6651.25
"[0.9503214285714285, 2.0, 0.26666666666666666, -1.0, 1.0, -0.4705882352941177, 0.05594923770559035, -0.007514559458952075, 0.0, 1.0, -0.16666666666666666, 0.1823, 0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6652.25
"[0.9503571428571429, 2.0, 0.26666666666666666, -1.0, 1.0, -0.23529411764705885, 0.04649105388480166, -0.003006049674971756, 0.0, 1.0, -0.0625, 0.177, 0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6652.5
"[0.9504642857142858, 2.0, 0.26666666666666666, -1.0, 1.0, -0.09677419354838705, 0.040539844580507634, -0.001503081316698296, 0.0, 1.0, -0.08333333333333333, 0.1693, -0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6653.25
"[0.9505714285714286, 2.0, 0.26666666666666666, 1.0, 1.0, 0.03030303030303031, 0.04139443761123403, -0.0007514841812583661, 0.0, 1.0, 0.0, 0.1619, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6654.0
"[0.9504642857142858, 2.0, 0.26666666666666666, -1.0, 1.0, 0.08571428571428569, 0.04757361036845396, 0.0022545372562277066, 0.0, 1.0, 0.22916666666666666, 0.1585, 0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6653.25
"[0.9504642857142858, 2.0, 0.26666666666666666, -1.0, 1.0, 0.027027027027026945, 0.0458857064761105, 0.0060139071603071415, 0.0, 1.0, 0.08333333333333333, 0.1562, 0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6653.25
"[0.9504642857142858, 2.0, 0.26666666666666666, 1.0, 1.0, -0.05882352941176478, 0.044035891225030356, 0.003006501559621455, 0.0, 1.0, 0.0625, 0.1583, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6653.25
"[0.9505357142857143, 2.0, 0.26666666666666666, 1.0, 1.0, -0.03030303030303031, 0.04208665027972529, 0.0022547914317927464, 0.0, 1.0, 0.0, 0.1637, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6653.75
"[0.9504285714285714, 2.0, 0.26666666666666666, -1.0, 1.0, 0.09090909090909094, 0.044065082978340796, 0.0015030248374836574, 0.0, 1.0, -0.020833333333333332, 0.1701, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6653.0
"[0.9505, 2.0, 0.26666666666666666, 1.0, 1.0, -0.09090909090909094, 0.03913233161383687, -0.0030057108506165164, 0.0, 1.0, -0.020833333333333332, 0.176, 0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6653.5
"[0.9504285714285714, 2.0, 0.26666666666666666, -1.0, 1.0, 0.03030303030303031, 0.038805628247519056, 0.0007515124187440492, 0.0, 1.0, 0.020833333333333332, 0.1772, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6653.0
"[0.9505, 2.0, 0.26666666666666666, 1.0, 1.0, 0.0, 0.034118700922681454, -0.0007515124187418287, 0.0, 1.0, -0.020833333333333332, 0.1773, -0.6, -0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6653.5
"[0.9500714285714286, 2.0, 0.26666666666666666, -1.0, -1.0, 0.0, 0.03404231302774861, 0.0007515124187440492, 0.0, 1.0, -0.020833333333333332, 0.178, -0.6, -0.13548387096774192, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6650.5
"[0.9502857142857143, 2.0, 0.26666666666666666, -1.0, -1.0, -0.24444444444444444, 0.009669371197378495, -0.009768927296636143, 0.0, 1.0, -0.20833333333333334, 0.1788, 0.6, -0.0967741935483871, 0.351786843769766, 1.0, 0.0]",HOLD,4.040480708412397,6652.0
"[0.9502857142857143, 2.0, 0.26666666666666666, -1.0, -1.0, 0.06976744186046503, 0.002427049393827474, -0.0030061626333988123, 0.0, 1.0, -0.125, 0.1741, 0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6652.0
"[0.95025, 2.0, 0.26666666666666666, -1.0, -1.0, -0.02564102564102555, -0.003277383961358282, -0.004508905087547976, 0.0, 1.0, -0.08333333333333333, 0.1695, -0.6, -0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6651.75
"[0.9503928571428572, 2.0, 0.26666666666666666, -1.0, 1.0, -0.07692307692307693, -0.009701420213150413, -0.0037577032917490705, 0.0, 1.0, -0.14583333333333334, 0.1641, 0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6652.75
"[0.9504285714285714, 2.0, 0.26666666666666666, -1.0, 1.0, -0.05, -0.006649905396261602, -0.002254452543772878, 0.0, 1.0, 0.1875, 0.1598, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6653.0
"[0.9505357142857143, 2.0, 0.26666666666666666, 1.0, 1.0, -0.10526315789473699, -0.002186701454775175, 0.007518231711900469, 0.0, 1.0, 0.08333333333333333, 0.1549, -0.6, -0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6653.75
"[0.9505, 2.0, 0.26666666666666666, 1.0, 1.0, 0.052631578947368494, 0.007313208121922798, 0.005261575466026791, 0.0, 1.0, 0.14583333333333334, 0.15, 0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6653.5
"[0.9504285714285714, 2.0, 0.26666666666666666, 1.0, 1.0, 0.02564102564102555, 0.012679031830430176, 0.004509921828019792, 0.0, 1.0, 0.14583333333333334, 0.148, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6653.0
"[0.9503571428571429, 2.0, 0.26666666666666666, -1.0, -1.0, -0.02439024390243887, 0.01275239152882932, 0.0037584094411258206, 0.0, 1.0, 0.020833333333333332, 0.147, 0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6652.5
"[0.9502142857142857, 2.0, 0.26666666666666666, -1.0, -1.0, -0.12195121951219519, 0.00867891606185367, -0.0007515689000792136, 0.0, 1.0, -0.041666666666666664, 0.1471, 0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6651.5
"[0.9502142857142857, 2.0, 0.26666666666666666, -1.0, -1.0, -0.1428571428571429, -0.0025851687222711917, -0.004509243950097108, 0.0, 1.0, -0.1875, 0.1432, 0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6651.5
"[0.9501071428571428, 2.0, 0.26666666666666666, -1.0, -1.0, -0.20000000000000015, -0.011382724009035883, -0.006763103513056645, 0.0, 1.0, -0.16666666666666666, 0.1397, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6650.75
"[0.9500357142857143, 2.0, 0.26666666666666666, -1.0, -1.0, -0.21951219512195125, -0.02412579871206617, -0.008266325993837587, 0.0, 1.0, -0.1875, 0.1374, 0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6650.25
"[0.9501785714285714, 2.0, 0.26666666666666666, -1.0, -1.0, -0.31707317073170715, -0.037817655406342965, -0.008266947241846179, 0.0, 1.0, -0.1875, 0.1364, 0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6651.25
"[0.9502142857142857, 2.0, 0.26666666666666666, -1.0, -1.0, 0.09090909090909094, -0.04013865806346075, -0.0037579857196545774, 0.0, 1.0, -0.020833333333333332, 0.1339, 0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6651.5
"[0.9501428571428572, 2.0, 0.26666666666666666, -1.0, -1.0, -0.07142857142857138, -0.03950363592766735, 0.0, 0.0, 1.0, 0.0, 0.1321, 0.6, 0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6651.0
"[0.95025, 2.0, 0.26666666666666666, -1.0, -1.0, -0.13333333333333341, -0.042543495107383936, -0.001503420281139256, 0.0, 1.0, 0.020833333333333332, 0.1306, -0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6651.75
"[0.9501785714285714, 2.0, 0.26666666666666666, -1.0, -1.0, 0.0, -0.03846396066555826, 0.0030071796413944085, 0.0, 1.0, 0.125, 0.1295, 0.6, 0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6651.25
"[0.9501071428571428, 2.0, 0.26666666666666666, -1.0, -1.0, -0.20000000000000015, -0.03881561600073837, 0.0030074057366258344, 0.0, 1.0, 0.0, 0.1291, 0.6, 0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6650.75
"[0.9503571428571429, 2.0, 0.26666666666666666, 1.0, -1.0, -0.2903225806451616, -0.042637131111678175, -0.0015034767900767854, 0.0, 1.0, -0.0625, 0.1276, 0.6, 0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6652.5
