obs,action,reward,price
"[0.9506428571428571, 2.0, 0.26666666666666666, 1.0, 1.0, -0.1428571428571429, -0.03119419147469671, 0.003006840562278512, 0.0, 1.0, 0.125, 0.131, 0.6, 0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6654.5
"[0.9506071428571429, 2.0, 0.26666666666666666, 1.0, 1.0, 0.09523809523809518, -0.005924396133195842, 0.010524733122840857, 0.0, 1.0, 0.22916666666666666, 0.1393, 0.6, 0.13548387096774192, 0.3614721695129665, 1.0, 0.0]",HOLD,4.079222011385199,6654.25
"[0.9506428571428571, 2.0, 0.26666666666666666, 1.0, 1.0, 0.12195121951219505, 0.011946959282795433, 0.0075168188822472, 0.0, 1.0, 0.25, 0.1454, -0.6, 0.0967741935483871, 0.3552182163187856, 1.0, 0.0]",HOLD,-2.5457938013915244,6654.5
"[0.9506428571428571, 2.0, 0.26666666666666666, 1.0, 1.0, 0.2, 0.027804491080769368, 0.009772599135500215, 0.0, 1.0, 0.3125, 0.149, 0.6, 0.0967741935483871, 0.36036527514231503, 1.0, 0.0]",HOLD,4.074794433902594,6654.5
"[0.9506785714285715, 2.0, 0.26666666666666666, 1.0, 1.0, 0.33333333333333315, 0.03991162271177018, 0.011276923655225701, 0.0, 1.0, 0.16666666666666666, 0.1538, -0.6, 0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6654.75
"[0.9508214285714286, 2.0, 0.26666666666666666, 1.0, 1.0, 0.3513513513513516, 0.05093194266373757, 0.006764374295378239, 0.0, 1.0, 0.020833333333333332, 0.1599, -0.6, 0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6655.75
"[0.9509642857142857, 2.0, 0.26666666666666666, 1.0, 1.0, 0.5263157894736844, 0.0669609400918489, 0.0037568562626777435, 0.0, 1.0, 0.125, 0.1671, 0.6, 0.13548387096774192, 0.35289373814041747, 1.0, 0.0]",HOLD,4.044908285895003,6656.75
"[0.951, 2.0, 0.26666666666666666, 1.0, 1.0, 0.65, 0.08672723833560667, 0.0075139948153424285, 0.0, 1.0, 0.1875, 0.1768, 0.6, 0.13548387096774192, 0.35804079696394686, 1.0, 0.0]",HOLD,4.065496521189121,6657.0
"[0.9508928571428571, 2.0, 0.26666666666666666, 1.0, 1.0, 0.6216216216216216, 0.10321786260274166, 0.007513712525359928, 0.0, 1.0, 0.20833333333333334, 0.1876, 0.6, 0.17419354838709677, 0.3677261227071474, 1.0, 0.0]",HOLD,4.104237824161923,6656.25
"[0.9506428571428571, 2.0, 0.26666666666666666, 1.0, 1.0, 0.4871794871794873, 0.10897538584986251, 0.005259598767750617, 0.0, 1.0, 0.125, 0.2022, 0.6, 0.2129032258064516, 0.36883301707779886, 1.0, 0.0]",HOLD,4.1086654016445285,6654.5
"[0.9506785714285715, 2.0, 0.26666666666666666, 1.0, 1.0, 0.3181818181818181, 0.0982892541443107, -0.0007513430256578246, 0.0, 1.0, -0.10416666666666667, 0.2143, -0.6, 0.2129032258064516, 0.36711733080328907, 1.0, 0.0]",HOLD,-2.4981973434535107,6654.75
"[0.9506785714285715, 2.0, 0.26666666666666666, 1.0, 1.0, 0.28571428571428553, 0.09078717410448008, -0.003004920557412305, 0.0, 1.0, -0.16666666666666666, 0.2206, 0.6, 0.2129032258064516, 0.37226438962681846, 1.0, 0.0]",HOLD,4.122390891840607,6654.75
"[0.95075, 2.0, 0.26666666666666666, 1.0, 1.0, 0.35, 0.08387473461752962, -0.006008938295714028, 0.0, 1.0, -0.1875, 0.2273, -0.6, 0.17419354838709677, 0.3660104364326376, 1.0, 0.0]",HOLD,-2.5026249209361167,6655.25
"[0.9507857142857142, 2.0, 0.26666666666666666, 1.0, 1.0, 0.45, 0.08148516547735199, -0.00525762355415349, 0.0, 1.0, -0.08333333333333333, 0.2349, 0.6, 0.2129032258064516, 0.36540164452877927, 1.0, 0.0]",HOLD,4.09493991144845,6655.5
"[0.95075, 2.0, 0.26666666666666666, 1.0, 1.0, 0.3529411764705884, 0.0806763600123304, -0.0022535211267604716, 0.0, 1.0, 0.08333333333333333, 0.2418, -0.6, 0.17419354838709677, 0.35743200506008854, 1.0, 0.0]",HOLD,-2.5369386464263126,6655.25
"[0.9508928571428571, 2.0, 0.26666666666666666, 1.0, 1.0, 0.11111111111111115, 0.07712749978527426, 0.0022541137576093107, 0.0, 1.0, 0.041666666666666664, 0.2441, 0.6, 0.2129032258064516, 0.3619702719797596, 1.0, 0.0]",HOLD,4.081214421252372,6656.25
"[0.9508928571428571, 2.0, 0.26666666666666666, 1.0, 1.0, 0.2666666666666667, 0.08144311337591717, 0.004508058153951389, 0.0, 1.0, 0.125, 0.248, -0.6, 0.2129032258064516, 0.36883301707779886, 1.0, 0.0]",HOLD,-2.4913345983554716,6656.25
"[0.9508214285714286, 2.0, 0.26666666666666666, 1.0, 1.0, 0.24137931034482762, 0.08388975293710246, 0.004508058153951389, 0.0, 1.0, 0.08333333333333333, 0.2462, -0.6, 0.17419354838709677, 0.35743200506008854, 1.0, 0.0]",HOLD,-2.5369386464263126,6655.75
"[0.9507857142857142, 2.0, 0.26666666666666666, 1.0, 1.0, 0.16129032258064513, 0.08086085697841554, 0.001502573156528797, 0.0, 1.0, 0.020833333333333332, 0.2411, -0.6, 0.17419354838709677, 0.3522849462365592, 1.0, 0.0]",HOLD,-2.55752688172043,6655.5
"[0.9507857142857142, 2.0, 0.26666666666666666, 1.0, 1.0, 0.09677419354838719, 0.07557108997934847, 0.0, 0.0, 1.0, 0.020833333333333332, 0.2297, -0.6, 0.13548387096774192, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6655.5
"[0.9507142857142857, 2.0, 0.26666666666666666, -1.0, 1.0, -0.03703703703703695, 0.07056398661352432, 0.0007512865782643985, 0.0, 1.0, -0.0625, 0.2171, -0.6, 0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6655.0
"[0.95075, 2.0, 0.26666666666666666, -1.0, 1.0, -0.28, 0.06184945596878606, -0.003755868544601526, 0.0, 1.0, -0.10416666666666667, 0.2064, 0.6, 0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6655.25
"[0.9506428571428571, 2.0, 0.26666666666666666, -1.0, 1.0, -0.28, 0.056302876798781654, -0.0030046948356798886, 0.0, 1.0, -0.041666666666666664, 0.1963, -0.6, 0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6654.5
"[0.9506071428571429, 2.0, 0.26666666666666666, -1.0, 1.0, -0.28, 0.045335905506362906, -0.0037561506967653813, 0.0, 1.0, -0.08333333333333333, 0.1869, 0.6, 0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6654.25
"[0.9506428571428571, 2.0, 0.26666666666666666, -1.0, 1.0, -0.052631578947368494, 0.03423246881147861, -0.0037562917887457026, 0.0, 1.0, -0.10416666666666667, 0.1777, -0.6, 0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6654.5
"[0.9507857142857142, 2.0, 0.26666666666666666, -1.0, 1.0, -0.052631578947368494, 0.027134144728006505, -0.003005033430996118, 0.0, 1.0, -0.041666666666666664, 0.1713, -0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6655.5
"[0.9508214285714286, 2.0, 0.26666666666666666, 1.0, 1.0, 0.13043478260869562, 0.0292305327453505, 0.0015026296018039176, 0.0, 1.0, 0.020833333333333332, 0.1591, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6655.75
"[0.9509285714285715, 2.0, 0.26666666666666666, 1.0, 1.0, 0.09090909090909094, 0.0325285570916094, 0.001502573156528797, 0.0, 1.0, 0.10416666666666667, 0.1492, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6656.5
"[0.9510357142857143, 2.0, 0.26666666666666666, 1.0, 1.0, 0.16666666666666657, 0.04039239588028067, 0.006010970020287054, 0.0, 1.0, 0.1875, 0.1406, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6657.25
"[0.9509642857142857, 2.0, 0.26666666666666666, 1.0, 1.0, 0.3076923076923077, 0.05234661377298835, 0.009016793778413579, 0.0, 1.0, 0.22916666666666666, 0.1348, 0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6656.75
"[0.9510357142857143, 2.0, 0.26666666666666666, 1.0, 1.0, 0.08333333333333329, 0.05712568760854993, 0.006762341272823491, 0.0, 1.0, 0.10416666666666667, 0.1312, -0.6, -0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6657.25
"[0.9512857142857143, 2.0, 0.26666666666666666, 1.0, 1.0, 0.15384615384615372, 0.06420381806774458, 0.005258808504242651, 0.0, 1.0, 0.125, 0.1289, -0.6, -0.13548387096774192, 0.35289373814041747, 1.0, 0.0]",HOLD,-2.555091714104997,6659.0
"[0.95125, 2.0, 0.26666666666666666, 1.0, 1.0, 0.41935483870967744, 0.08297152519817245, 0.009765991811589991, 0.0, 1.0, 0.20833333333333334, 0.1314, -0.6, -0.17419354838709677, 0.3677261227071474, 1.0, 0.0]",HOLD,-2.4957621758380775,6658.75
"[0.9516071428571429, 2.0, 0.26666666666666666, 1.0, 1.0, 0.41935483870967744, 0.09473494501808091, 0.0067603094719448364, 0.0, 1.0, 0.125, 0.1348, 0.6, -0.13548387096774192, 0.35289373814041747, 1.0, 0.0]",HOLD,4.044908285895003,6661.25
"[0.9516785714285714, 2.0, 0.26666666666666666, 1.0, 1.0, 0.5609756097560975, 0.12280435531447438, 0.012016973975739198, 0.0, 1.0, 0.375, 0.15, -0.6, -0.17419354838709677, 0.38145161290322577, 1.0, 0.0]",HOLD,-2.440860215053764,6661.75
"[0.952, 2.0, 0.26666666666666666, 1.0, 1.0, 0.6585365853658536, 0.1473763085768951, 0.01502234573928618, 0.0, 1.0, 0.375, 0.1753, 0.6, -0.13548387096774192, 0.37348197343453515, 1.0, 0.0]",HOLD,4.127261227071474,6664.0
"[0.9518928571428571, 2.0, 0.26666666666666666, 1.0, 1.0, 0.7142857142857142, 0.1828816387840561, 0.02027864358406184, 0.0, 1.0, 0.4166666666666667, 0.2087, -0.6, -0.13548387096774192, 0.37691334598355475, 1.0, 0.0]",HOLD,-2.459013282732448,6663.25
"[0.9516785714285714, 2.0, 0.26666666666666666, 1.0, 1.0, 0.7142857142857142, 0.2026278374627509, 0.012764679381289668, 0.0, 1.0, 0.375, 0.2444, 0.6, -0.13548387096774192, 0.37348197343453515, 1.0, 0.0]",HOLD,4.127261227071474,6661.75
"[0.9516785714285714, 2.0, 0.26666666666666666, 1.0, 1.0, 0.5555555555555555, 0.20382211903797726, 0.009010700206495414, 0.0, 1.0, 0.041666666666666664, 0.2848, 0.6, -0.13548387096774192, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6661.75
"[0.9515714285714286, 2.0, 0.26666666666666666, 1.0, 1.0, 0.5471698113207546, 0.20243187605383356, 0.0015012197410380068, 0.0, 1.0, 0.0, 0.3269, -0.6, -0.17419354838709677, 0.3505692599620493, 1.0, 0.0]",HOLD,-2.56438962681847,6661.0
"[0.9516785714285714, 2.0, 0.26666666666666666, 1.0, 1.0, 0.4230769230769232, 0.19305004658017424, -0.0022516605996925065, 0.0, 1.0, -0.25, 0.3688, 0.6, -0.17419354838709677, 0.371157495256167, 1.0, 0.0]",HOLD,4.1179633143580014,6661.75
"[0.95175, 2.0, 0.26666666666666666, 1.0, 1.0, 0.4444444444444446, 0.18947338260268226, -0.006752701080432466, 0.0, 1.0, -0.125, 0.4105, 0.6, -0.13548387096774192, 0.35289373814041747, 1.0, 0.0]",HOLD,4.044908285895003,6662.25
"[0.9521071428571428, 2.0, 0.26666666666666666, 1.0, 1.0, 0.43396226415094363, 0.18849578720110002, -0.0030015382883719077, 0.0, 1.0, 0.041666666666666664, 0.4434, -0.6, -0.17419354838709677, 0.35400063251106895, 1.0, 0.0]",HOLD,-2.550664136622391,6664.75
"[0.9521428571428572, 2.0, 0.26666666666666666, 1.0, 1.0, 0.5, 0.20551344919849726, 0.009006642398770026, 0.0, 1.0, 0.25, 0.4776, -0.6, -0.17419354838709677, 0.371157495256167, 1.0, 0.0]",HOLD,-2.482036685641999,6665.0
"[0.9522142857142857, 2.0, 0.26666666666666666, 1.0, 1.0, 0.559322033898305, 0.21849061132224962, 0.009757195932000862, 0.0, 1.0, 0.3333333333333333, 0.4955, -0.6, -0.2129032258064516, 0.3859898798228969, 1.0, 0.0]",HOLD,-2.422707147375079,6665.5
"[0.9522857142857143, 2.0, 0.26666666666666666, 1.0, 1.0, 0.559322033898305, 0.23014576860050512, 0.013511484762047665, 0.0, 1.0, 0.3125, 0.4959, 0.6, -0.17419354838709677, 0.37630455407969643, 1.0, 0.0]",HOLD,4.138551549652119,6666.0
"[0.95225, 2.0, 0.26666666666666666, 1.0, 1.0, 0.5185185185185185, 0.24063674907229143, 0.012759410064924204, 0.0, 1.0, 0.3125, 0.487, -0.6, -0.2129032258064516, 0.3842741935483871, 1.0, 0.0]",HOLD,-2.4295698924731184,6665.75
"[0.9527142857142857, 2.0, 0.26666666666666666, 1.0, 1.0, 0.5185185185185185, 0.24411160942745483, 0.010506960861569326, 0.0, 1.0, 0.08333333333333333, 0.475, 0.6, -0.17419354838709677, 0.35743200506008854, 1.0, 0.0]",HOLD,4.063061353573688,6669.0
"[0.9528571428571428, 2.0, 0.26666666666666666, 1.0, 1.0, 0.5438596491228072, 0.2699599042565751, 0.01275366667917055, 0.0, 1.0, 0.3333333333333333, 0.4701, -0.6, -0.17419354838709677, 0.37802024035420617, 1.0, 0.0]",HOLD,-2.4545857052498423,6670.0
"[0.9528214285714286, 2.0, 0.26666666666666666, 1.0, 1.0, 0.559322033898305, 0.2951006936472368, 0.015003750937734317, 0.0, 1.0, 0.375, 0.4685, -0.6, -0.17419354838709677, 0.38145161290322577, 1.0, 0.0]",HOLD,-2.440860215053764,6669.75
"[0.9529285714285715, 2.0, 0.26666666666666666, 1.0, 1.0, 0.4509803921568627, 0.3094338183621403, 0.01275223164053596, 0.0, 1.0, 0.3125, 0.4736, 0.6, -0.13548387096774192, 0.3683349146110057, 1.0, 0.0]",HOLD,4.106672991777356,6670.5
"[0.9527142857142857, 2.0, 0.26666666666666666, 1.0, 1.0, 0.5686274509803922, 0.3231102876782643, 0.013501350135012302, 0.0, 1.0, 0.3958333333333333, 0.4811, 0.6, -0.0967741935483871, 0.3672280202403542, 1.0, 0.0]",HOLD,4.10224541429475,6669.0
"[0.95275, 2.0, 0.26666666666666666, 1.0, 1.0, 0.5686274509803922, 0.3181726307533609, 0.009751340809360798, 0.0, 1.0, 0.0, 0.4936, 0.6, -0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6669.25
"[0.9526785714285714, 2.0, 0.26666666666666666, 1.0, 1.0, 0.5769230769230768, 0.3126716560743262, 0.0007497375918408267, 0.0, 1.0, -0.0625, 0.5013, 0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6668.75
"[0.9524642857142858, 2.0, 0.26666666666666666, 1.0, 1.0, 0.6078431372549019, 0.3008010226546503, -0.0037481259370308884, 0.0, 1.0, -0.08333333333333333, 0.5074, -0.6, -0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6667.25
"[0.9525357142857143, 2.0, 0.26666666666666666, 1.0, 1.0, 0.4074074074074076, 0.2761010946896931, -0.007496532853554783, 0.0, 1.0, -0.2708333333333333, 0.5208, 0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6667.75
"[0.9525357142857143, 2.0, 0.26666666666666666, 1.0, 1.0, 0.4074074074074076, 0.2575816708025741, -0.00824525897608952, 0.0, 1.0, -0.10416666666666667, 0.5375, 0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6667.75
"[0.9527857142857142, 2.0, 0.26666666666666666, 1.0, 1.0, 0.27272727272727265, 0.2401299451408704, -0.0037486879592152356, 0.0, 1.0, -0.125, 0.5579, 0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6669.5
"[0.9528214285714286, 2.0, 0.26666666666666666, 1.0, 1.0, 0.36, 0.23766628066268822, 0.0007497094875752452, 0.0, 1.0, 0.0625, 0.5538, -0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6669.75
"[0.9529285714285715, 2.0, 0.26666666666666666, 1.0, 1.0, 0.3469387755102042, 0.23501504680089055, 0.00299906279287665, 0.0, 1.0, 0.20833333333333334, 0.5384, -0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6670.5
"[0.9528928571428571, 2.0, 0.26666666666666666, 1.0, 1.0, 0.36, 0.2362308813956588, 0.009749146949640242, 0.0, 1.0, 0.22916666666666666, 0.5114, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6670.25
"[0.9529285714285715, 2.0, 0.26666666666666666, 1.0, 1.0, 0.36, 0.23248741464240083, 0.007498781448016523, 0.0, 1.0, 0.20833333333333334, 0.4811, 0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6670.5
"[0.9528928571428571, 2.0, 0.26666666666666666, 1.0, 1.0, 0.1578947368421052, 0.2288921164344174, 0.008248659592817731, 0.0, 1.0, 0.08333333333333333, 0.4498, -0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6670.25
"[0.9530357142857143, 2.0, 0.26666666666666666, 1.0, 1.0, 0.028571428571428612, 0.2214630058455441, 0.0022490441562350583, 0.0, 1.0, 0.041666666666666664, 0.4198, -0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6671.25
"[0.9529642857142857, 2.0, 0.26666666666666666, 1.0, 1.0, 0.1578947368421052, 0.22108287069540894, 0.004497919712131981, 0.0, 1.0, 0.0625, 0.3968, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6670.75
"[0.9530357142857143, 2.0, 0.26666666666666666, 1.0, 1.0, 0.027027027027026945, 0.21427088747404924, 0.0007495689978265219, 0.0, 1.0, 0.041666666666666664, 0.3764, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6671.25
"[0.9531071428571428, 2.0, 0.26666666666666666, 1.0, 1.0, 0.27272727272727265, 0.21046916861159842, 0.0029983883662509925, 0.0, 1.0, 0.0625, 0.3573, 0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6671.75
"[0.9531071428571428, 2.0, 0.26666666666666666, 1.0, 1.0, 0.29411764705882376, 0.20906296065704738, 0.0037478449891326093, 0.0, 1.0, 0.125, 0.3361, 0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6671.75
"[0.9533214285714285, 2.0, 0.26666666666666666, 1.0, 1.0, 0.375, 0.2055714912458825, 0.00449758254938093, 0.0, 1.0, 0.041666666666666664, 0.3257, 0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6673.25
"[0.9532142857142857, 2.0, 0.26666666666666666, 1.0, 1.0, 0.75, 0.21244481090061526, 0.005995877833990804, 0.0, 1.0, 0.20833333333333334, 0.3253, 0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6672.5
"[0.9531785714285714, 2.0, 0.26666666666666666, 1.0, 1.0, 0.5757575757575757, 0.20942025974891293, 0.005246786343362508, 0.0, 1.0, 0.10416666666666667, 0.3292, -0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6672.25
"[0.9533571428571429, 2.0, 0.26666666666666666, 1.0, 1.0, 0.5294117647058824, 0.20266313164147504, 0.002997938916995402, 0.0, 1.0, 0.041666666666666664, 0.3327, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6673.5
"[0.9533571428571429, 2.0, 0.26666666666666666, 1.0, 1.0, 0.5, 0.20501485024751673, 0.0052459999250586975, 0.0, 1.0, 0.14583333333333334, 0.3351, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6673.5
"[0.9532857142857143, 2.0, 0.26666666666666666, 1.0, 1.0, 0.4838709677419354, 0.20451051911768445, 0.0052459999250586975, 0.0, 1.0, 0.020833333333333332, 0.3416, 0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6673.0
"[0.95325, 2.0, 0.26666666666666666, 1.0, 1.0, 0.33333333333333315, 0.19778736958078297, -0.0007492601056457993, 0.0, 1.0, 0.041666666666666664, 0.3474, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6672.75
"[0.9530357142857143, 2.0, 0.26666666666666666, 1.0, 1.0, 0.33333333333333315, 0.18826394662837628, 0.0007493443237160946, 0.0, 1.0, 0.041666666666666664, 0.3494, 0.6, 0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6671.25
"[0.9531428571428572, 2.0, 0.26666666666666666, 1.0, 1.0, 0.08571428571428569, 0.16668398500578405, -0.002997489602458714, 0.0, 1.0, -0.1875, 0.3515, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6672.0
"[0.9531785714285714, 2.0, 0.26666666666666666, 1.0, 1.0, 0.1891891891891892, 0.15384968136531824, -0.004495392222971795, 0.0, 1.0, -0.125, 0.3523, -0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6672.25
"[0.9532142857142857, 2.0, 0.26666666666666666, 1.0, 1.0, 0.11764705882352942, 0.144023231266965, -0.0037461601858090887, 0.0, 1.0, -0.0625, 0.356, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6672.5
"[0.9530357142857143, 2.0, 0.26666666666666666, -1.0, 1.0, 0.21212121212121204, 0.13666832328935924, -0.0014985763524655304, 0.0, 1.0, -0.020833333333333332, 0.3539, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6671.25
"[0.9531071428571428, 2.0, 0.26666666666666666, -1.0, 1.0, 0.0, 0.11936120682785259, -0.004495897493537182, 0.0, 1.0, 0.0, 0.3528, 0.6, -0.01935483870967742, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6671.75
"[0.9531071428571428, 2.0, 0.26666666666666666, -1.0, 1.0, 0.0, 0.10842247730724922, 0.0014989694584954805, 0.0, 1.0, -0.020833333333333332, 0.3522, -0.6, -0.05806451612903226, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6671.75
"[0.9530357142857143, 2.0, 0.26666666666666666, -1.0, 1.0, 0.0, 0.09860642881612876, -0.0007494004796160247, 0.0, 1.0, -0.041666666666666664, 0.3533, -0.6, -0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,-2.566666666666667,6671.25
"[0.9529642857142857, 2.0, 0.26666666666666666, -1.0, 1.0, -0.25, 0.0857940755468917, -0.002997489602458714, 0.0, 1.0, -0.10416666666666667, 0.3482, -0.6, -0.13548387096774192, 0.35117805186590767, 1.0, 0.0]",HOLD,-2.561954459203036,6670.75
"[0.9528928571428571, 2.0, 0.26666666666666666, -1.0, 1.0, -0.2258064516129032, 0.07078453938192979, -0.005245410266017103, 0.0, 1.0, -0.041666666666666664, 0.3461, -0.6, -0.17419354838709677, 0.35400063251106895, 1.0, 0.0]",HOLD,-2.550664136622391,6670.25
"[0.95275, 2.0, 0.26666666666666666, -1.0, 1.0, -0.25, 0.054222863781251365, -0.002997938916995402, 0.0, 1.0, -0.125, 0.345, -0.6, -0.17419354838709677, 0.36086337760910814, 1.0, 0.0]",HOLD,-2.5232131562302342,6669.25
"[0.9518214285714286, 2.0, 0.26666666666666666, -1.0, -1.0, -0.5483870967741936, 0.03264901429238307, -0.007494285607223539, 0.0, 1.0, -0.20833333333333334, 0.3449, 0.6, -0.17419354838709677, 0.3677261227071474, 1.0, 0.0]",HOLD,4.104237824161923,6662.75
"[0.9522142857142857, 2.0, 0.26666666666666666, -1.0, -1.0, -0.7543859649122808, -0.03646447699693454, -0.02697942818600918, 0.0, 1.0, -0.7083333333333334, 0.3706, 0.6, -0.17419354838709677, 0.4089025932953827, 1.0, 0.0]",HOLD,4.268943706514864,6665.5
"[0.9522857142857143, 2.0, 0.26666666666666666, -1.0, -1.0, -0.4545454545454547, -0.06827609196598132, -0.01723814877271801, 0.0, 1.0, -0.4375, 0.4025, -0.6, -0.2129032258064516, 0.39456831119544594, 1.0, 0.0]",HOLD,-2.3883934218848832,6666.0
"[0.9525357142857143, 2.0, 0.26666666666666666, -1.0, -1.0, -0.40298507462686556, -0.08844288872442121, -0.01424127721770363, 0.0, 1.0, -0.3541666666666667, 0.4378, 0.6, -0.17419354838709677, 0.379735926628716, 1.0, 0.0]",HOLD,4.152277039848197,6667.75
"[0.9526071428571429, 2.0, 0.26666666666666666, -1.0, -1.0, -0.20588235294117638, -0.0892913337027494, -0.007495970915631922, 0.0, 1.0, -0.125, 0.4731, -0.6, -0.17419354838709677, 0.36086337760910814, 1.0, 0.0]",HOLD,-2.5232131562302342,6668.25
"[0.9523928571428572, 2.0, 0.26666666666666666, -1.0, -1.0, -0.22388059701492524, -0.08496000599598119, -0.0029988379502943197, 0.0, 1.0, 0.4583333333333333, 0.5122, 0.6, -0.13548387096774192, 0.3803447185325743, 1.0, 0.0]",HOLD,4.15471220746363,6666.75
"[0.9522857142857143, 2.0, 0.26666666666666666, -1.0, -1.0, -0.3055555555555554, -0.09257027669882519, 0.012007054144311802, 0.0, 1.0, 0.10416666666666667, 0.5507, -0.6, -0.17419354838709677, 0.35914769133459834, 1.0, 0.0]",HOLD,-2.5300759013282734,6666.0
"[0.9524642857142858, 2.0, 0.26666666666666666, -1.0, -1.0, -0.3513513513513513, -0.10346816320752623, 0.0015002625459459296, 0.0, 1.0, 0.0, 0.5936, -0.6, -0.17419354838709677, 0.3505692599620493, 1.0, 0.0]",HOLD,-2.56438962681847,6667.25
"[0.9525714285714286, 2.0, 0.26666666666666666, -1.0, -1.0, -0.21621621621621628, -0.10086476315809705, 0.0037503750375034173, 0.0, 1.0, -0.041666666666666664, 0.631, -0.6, -0.17419354838709677, 0.35400063251106895, 1.0, 0.0]",HOLD,-2.550664136622391,6668.0
"[0.9524285714285714, 2.0, 0.26666666666666666, -1.0, -1.0, -0.20000000000000015, -0.09170267597783095, 0.0007498781448012082, 0.0, 1.0, -0.020833333333333332, 0.6667, 0.6, -0.13548387096774192, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6667.0
"[0.9525357142857143, 2.0, 0.26666666666666666, -1.0, -1.0, -0.24050632911392397, -0.09146343253887608, -0.0037491095864727875, 0.0, 1.0, 0.020833333333333332, 0.6984, 0.6, -0.0967741935483871, 0.35, 1.0, 0.0]",HOLD,4.033333333333333,6667.75
"[0.9526785714285714, 2.0, 0.26666666666666666, -1.0, -1.0, -0.175, -0.08425905846024762, 0.002999962500469522, 0.0, 1.0, 0.14583333333333334, 0.678, -0.6, -0.13548387096774192, 0.35460942441492727, 1.0, 0.0]",HOLD,-2.5482289690069577,6668.75
"[0.9526785714285714, 2.0, 0.26666666666666666, -1.0, -1.0, -0.09756097560975618, -0.06969052439817461, 0.008250825082507518, 0.0, 1.0, 0.125, 0.6439, 0.6, -0.13548387096774192, 0.35289373814041747, 1.0, 0.0]",HOLD,4.044908285895003,6668.75
